id,edition_id,ref,segment,term,term_greek,term_latin,page,div_id,seg_id,url,notes
wellmann:5.70,wellmann,5.70,,χαμαιπιτύινος,,,,div-1574,,,
berendes:5.80,berendes,5.80,,Günselwein,Περἰ χαμαιπιτυἷτον οἵνον,,503,div-2118,,,
beck:5.70,beck,5.70,,Wine flavored with ground pine,χαμαιπιτύινος,,,div-758,,,
laguna:5.70,laguna,5.70,,vino de pinillo,χαμαιπιτύινος [οἴνος],,841,div-1923,,,
"barbaro:DCCCCXII",barbaro,"DCCCCXII",,Vinum chamaepitytes,,,0,,,,
lusitanus:42,lusitanus,42,,De varijs vinis ex varijs herbis confectis,,,477,,,,
monardes:XLV,monardes,XLV,,Des vins composez de plusieurs herbes,,,703,,,,
wellmann:5.71,wellmann,5.71,,μανδραγορίτης,,,,div-1575,,,
berendes:5.81,berendes,5.81,,Mandragorawein,Περἰ μανδραγορίτον οἵνον,,503,div-2119,,,
beck:5.71,beck,5.71,,Wine flavored with mandrake,μανδραγορίτης,,,div-759,,,
laguna:5.71,laguna,5.71,,vino de mandrágora,μανδραγορίτης [οἴνος],,850,div-1942,,,
"barbaro:DCCCCXIII",barbaro,"DCCCCXIII",,Vinum mandragorites,,,0,,,,
lusitanus:42,lusitanus,42,,De varijs vinis ex varijs herbis confectis,,,477,,,,
monardes:XLV,monardes,XLV,,Des vins composez de plusieurs herbes,,,703,,,,
wellmann:5.72,wellmann,5.72,,ἐλλεβορίτης,,,,div-1576,,,
berendes:5.82,berendes,5.82,,Nieswurzwein,Περὶ ὲλλεβορίτον,,503,div-2120,,,
beck:5.72,beck,5.72,,Wine flavored with hellebore,ἐλλεβορίτης,,,div-760,,,
laguna:5.72,laguna,5.72,,vino de eléboro,ἐλλεβορίτης [οἴνος],,851,div-1944,,,
"barbaro:DCCCCXIIII",barbaro,"DCCCCXIIII",,Vinum elleborites,,,0,,,,
lusitanus:42,lusitanus,42,,De varijs vinis ex varijs herbis confectis,,,477,,,,
monardes:XLV,monardes,XLV,,Des vins composez de plusieurs herbes,,,703,,,,
wellmann:5.73,wellmann,5.73,,σκαμμωνίτης,,,,div-1580,,,
berendes:5.83,berendes,5.83,,Purgirwindenwein,Περἰ σκαμμωνίτον,,,div-2121,,,
beck:5.73,beck,5.73,,Wine flavored with scammony,σκαμμωνίτης,,,div-761,,,
laguna:5.73,laguna,5.73,,vino de escamonea,σκαμμωνίτης [οἴνος],,852,div-1946,,,
"barbaro:DCCCCXV",barbaro,"DCCCCXV",,Vinum scammonites,,,0,,,,
lusitanus:42,lusitanus,42,,De varijs vinis ex varijs herbis confectis,,,477,,,,
monardes:XLV,monardes,XLV,,Des vins composez de plusieurs herbes,,,703,,,,
gunther:4.165,gunther,4.165,,TITHUMALOS PLATUPHULLOS,,,,div-706,,,
"barbaro:DCCCCXXIX",barbaro,"DCCCCXXIX",,Ferrum,,,0,,,,
wellmann:5.74,wellmann,5.74,,καδμεία,,,,div-1581,,,
berendes:5.84,berendes,5.84,,Kadmeia,Περἰ Καδμείας,,504,div-2122,,,
beck:5.74,beck,5.74,,Calamine,καδμεία,,,div-762,,,
laguna:5.74,laguna,5.74,,cadmía,καδμεία,,853,div-1948,,,
"barbaro:DCCCCXVI",barbaro,"DCCCCXVI",,Cadmia,,,0,,,,
lusitanus:43,lusitanus,43,,De cadmia,,,477,,,,
monardes:XLVI,monardes,XLVI,,De la cadmie,,,704,,,,
wellmann:5.75,wellmann,5.75,,πομφόλυξ,,,,div-1589,,,
berendes:5.85,berendes,5.85,,Pompholyx,Περἰ Πομφώλυγος,,505,div-2124,,,
beck:5.75,beck,5.75,,Pompholyx,πομφόλυξ,,,div-763,,,
gunther:5.85,gunther,5.85,,POMPHOLUX,,,,div-784,,,
laguna:5.75,laguna,5.75,,burbuja de óxidos metálicos,πομφόλυξ,,854,div-1952,,,
"barbaro:DCCCCXVII",barbaro,"DCCCCXVII",,Pompholyx et spodion,,,0,,,,
lusitanus:44,lusitanus,44,,"De pompholyge, et spodio",,,479,,,,
monardes:XLVI,monardes,XLVI,,"De pompholyx, spodium, antispodium",,,705,,,,
wellmann:5.75,wellmann,5.75,,πομφόλυξ,,,,div-1589,,,
berendes:5.86,berendes,5.86,,Antispodon,Περἰ ἀντισπόδων,,508,div-2126,,,
beck:5.75,beck,5.75,,Pompholyx,πομφόλυξ,,,div-763,,,
gunther:5.86,gunther,5.86,,ANTISPODA,,,,div-785,,,
"barbaro:DCCCCXVIII",barbaro,"DCCCCXVIII",,Antispodion,,,71,,,,
lusitanus:45,lusitanus,45,,De antispodio,,,480,,,,
monardes:XLVI,monardes,XLVI,,"De pompholyx, spodium, antispodium",,,705,,,,
wellmann:5.76,wellmann,5.76,,κεκαυμένος χαλκός,,,,div-1606,,,
berendes:5.87,berendes,5.87,,Gebranntes Kupfer,Περἰ κεκαυμένον χαλκον,,509,div-2128,,,
beck:5.76,beck,5.76,,Burned copper,κεκαυμένος χαλκός,,,div-764,,,
gunther:5.87,gunther,5.87,,CHALKOS KEKUMENOS,,,,div-786,,,
laguna:5.76,laguna,5.76,,cobre quemado,κεκαύμενος χαλκός,,856,div-1958,,,
"barbaro:DCCCCXIX",barbaro,"DCCCCXIX",,Aes ustum,,,71,,,,
lusitanus:46,lusitanus,46,,De aere cremato,,,480,,,,
monardes:XLVII,monardes,XLVII,,De l'erain brulé,,,707,,,,
wellmann:5.77,wellmann,5.77,,χαλκοῦ ἄνθος,,,,div-1611,,,
berendes:5.88,berendes,5.88,,Kupferblüthe,Περἰ ἅωϑους χαλκον,,510,div-2129,,,
beck:5.77,beck,5.77,,Flower of copper,χαλχοῦ ἄνθος,,,div-765,,,
gunther:5.88,gunther,5.88,,CHALKOU ANTHOS,,,,div-787,,,
laguna:5.77,laguna,5.77,,flores de cobre,χαλκοῦ ἄνθος,,857,div-1961,,,
"barbaro:DCCCCXXI",barbaro,"DCCCCXXI",,Flos aeris,,,71,,,,
lusitanus:47,lusitanus,47,,De flore aeris,,,480,,,,
monardes:XLVIII,monardes,XLVIII,,De la fleur d'erain,,,707,,,,
wellmann:5.78,wellmann,5.78,,λεπὶς,,,,div-1615,,,
berendes:5.89,berendes,5.89,,Kupferhammerschlag,Περἰ λεπίδος,,510,div-2131,,,
beck:5.78,beck,5.78,,Flake [of copper ore],λεπίς,,,div-766,,,
gunther:5.89,gunther,5.89,,LEPIS,,,,div-788,,,
laguna:5.78,laguna,5.78,,escama de cobre,λεπίς,,858,div-1963,,,
"barbaro:DCCCCXXII",barbaro,"DCCCCXXII",,Squama aeris,,,71,,,,
lusitanus:48,lusitanus,48,,De squama aeris,,,481,,,,
monardes:XLIX,monardes,XLIX,,De l'escaille d'erain,,,708,,,,
wellmann:5.78,wellmann,5.78,,λεπὶς,,,,div-1615,,,
berendes:5.90,berendes,5.90,,Eisenhammerschlag,Περἰ λεπίδος στομώματος,,511,div-2133,,,
beck:5.78,beck,5.78,,Flake [of copper ore],λεπίς,,,div-766,,,
gunther:5.90,gunther,5.90,,LEPIS STOMOMATOS,,,,div-789,,,
"barbaro:DCCCCXXIII",barbaro,"DCCCCXXIII",,Squama altera hoc est stomoma,,,71,,,,
lusitanus:49,lusitanus,49,,"De squama chalybis, dicta stomoma",,,481,,,,
monardes:L,monardes,L,,De l'escaille d'acier,,,708,,,,
wellmann:5.79,wellmann,5.79,,ἰὸς ξυστός,,,,div-1621,,,
berendes:5.91,berendes,5.91,,Abgekratzter Grünspan,Περἰ ἰοῦ ξυστον,,511,div-2134,,,
beck:5.79,beck,5.79,,Verdigris,ἰὸς ξυστός,,,div-767,,,
gunther:5.91,gunther,5.91,,IOS XUSTOS,,,,div-790,,,
laguna:5.79,laguna,5.79,,cardenillo raído,ἰὸς ξυστός,,860,div-1968,,,
"barbaro:DCCCCXXIIII",barbaro,"DCCCCXXIIII",,Aerugo rasilis,,,71,,,,
lusitanus:50,lusitanus,50,,"De rasili aerugine, quam viride aeris vacant",,,481,,,,
monardes:LI,monardes,LI,,Du verdegris,,,709,,,,
wellmann:5.79,wellmann,5.79,,ἰὸς ξυστός,,,,div-1621,,,
berendes:5.92,berendes,5.92,,Wurmförmiger Grünspan,Περἰ ἰοῦ σκώληκος,,512,div-2136,,,
beck:5.79,beck,5.79,,Verdigris,ἰὸς ξυστός,,,div-767,,,
"barbaro:DCCCCXXV",barbaro,"DCCCCXXV",,Aerugo scolecia,,,71,,,,
lusitanus:51,lusitanus,51,,"De aerugine scoletia, id est vermiculari aerugine",,,481,,,,
monardes:LII,monardes,LII,,Du verdegris scolecien,,,710,,,,
wellmann:5.80,wellmann,5.80,,ἰὸς σιδίρου,,,,div-1633,,,
berendes:5.93,berendes,5.93,,Eisenrost,Περἰ ἰοῦ σιδήρον,,,div-2138,,,
beck:5.80,beck,5.80,,Iron rust,ἰὸς σιδίρου,,,div-768,,,
gunther:5.93,gunther,5.93,,IOS SIDEROU,,,,div-791,,,
laguna:5.80,laguna,5.80,,orín de hierro,ἰὸς σιδήρου,,862,div-1973,,,
"barbaro:DCCCCXXVIII",barbaro,"DCCCCXXVIII",,Aerugo ferri,,,0,,,,
lusitanus:52,lusitanus,52,,De ferri rubigine,,,482,,,,
monardes:LIII,monardes,LIII,,De la rouillure de fer,,,710,,,,
wellmann:5.80,wellmann,5.80,,ἰὸς σιδίρου,,,,div-1633,,,
berendes:5.94,berendes,5.94,,Eisenschlacke,Περἰ σκωρίας σιδήρον,,514,div-2140,,,
beck:5.80,beck,5.80,,Iron rust,ἰὸς σιδίρου,,,div-768,,,
gunther:5.94,gunther,5.94,,SKORIA SIDEROU,,,,div-792,,,
"barbaro:DCCCCXXX",barbaro,"DCCCCXXX",,Scoria ferri,,,0,,,,
lusitanus:53,lusitanus,53,,De scoria ferri,,,482,,,,
monardes:LIIII,monardes,LIIII,,De la merde de fer,,,710,,,,
wellmann:5.81,wellmann,5.81,,πεπλυμένος μόλυβδος,,,,div-1636,,,
berendes:5.95,berendes,5.95,,Gewaschenes Blei,Περἰ μολύβδον πεπλυμένον,,514,div-2141,,,
beck:5.81,beck,5.81,,Washed lead,πεπλυμένος μόλυβδος,,,div-769,,,
gunther:5.95,gunther,5.95,,MOLUBDOS PEPLUMENOS,,,,div-793,,,
laguna:5.81,laguna,5.81,,plomo lavado,πεπλυμένος μόλυβδος,,864,div-1978,,,
"barbaro:DCCCCXXXI",barbaro,"DCCCCXXXI",,Plumbum elutum,,,0,,,,
lusitanus:54,lusitanus,54,,"De lotura plumbi, et eloto plumbo",,,482,,,,
monardes:LV,monardes,LV,,Du plomb lavé,,,711,,,,
wellmann:5.81,wellmann,5.81,,πεπλυμένος μόλυβδος,,,,div-1636,,,
berendes:5.96,berendes,5.96,,Gebranntes Blei,Περἰ μολύβδον κεκαυμένον,,515,div-2143,,,
beck:5.81,beck,5.81,,Washed lead,πεπλυμένος μόλυβδος,,,div-769,,,
gunther:5.96,gunther,5.96,,MOLUBDOS KEKAUMENOS,,,,div-794,,,
"barbaro:DCCCCXXXII",barbaro,"DCCCCXXXII",,Plumbum syncerum,,,0,,,,
lusitanus:55,lusitanus,55,,"De coctura plumbi, et cremato plumbo",,,482,,,,
monardes:LVI,monardes,LVI,,Du plomb brulé,,,711,,,,
wellmann:5.82,wellmann,5.82,,σκωρία μολύβδου,,,,div-1643,,,
berendes:5.97,berendes,5.97,,Bleischlacke,Περἰ σκωρίας μολύβδον,,515,div-2145,,,
beck:5.82,beck,5.82,,Lead dross,σκωρία μολύβδου,,,div-770,,,
gunther:5.97,gunther,5.97,,SKORIA MOLUBDOU,,,,div-795,,,
laguna:5.82,laguna,5.82,,escoria de plomo,σκωρία μολύβδου,,867,div-1985,,,
"barbaro:DCCCCXXXIII",barbaro,"DCCCCXXXIII",,Scoria plumbi,,,0,,,,
lusitanus:56,lusitanus,56,,De scoria sive recremento plumbi,,,,,,,
monardes:LVII,monardes,LVII,,De l'ecume de plomb,,,711,,,,
wellmann:5.83,wellmann,5.83,,μολυβδοειδὴς λίθος,,,,div-1644,,,
berendes:5.98,berendes,5.98,,Bleistein,Περἰ τοῦ μολυβδοειδοῦς λίϑον,,516,div-2146,,,
beck:5.83,beck,5.83,,Leadstone,ὁ μολυβδοειδὴς λίθος,,,div-771,,,
gunther:5.98,gunther,5.98,,MOLUBDOEIDES LITHOS,,,,div-796,,,
laguna:5.83,laguna,5.83,,piedra de plomo,μολυβδοειδὴς λίθος,,868,div-1987,,,
"barbaro:DCCCCXXXIIII",barbaro,"DCCCCXXXIIII",,Lapis plumbris,,,0,,,,
lusitanus:57,lusitanus,57,,De lapide plumbario,,,483,,,,
monardes:LVIII,monardes,LVIII,,De la pierre plombiere,,,711,,,,
wellmann:5.84,wellmann,5.84,,στίβι,,,,div-1645,,,
berendes:5.99,berendes,5.99,,Stimmi,Περἰ στίμμεως,,516,div-2147,,,
beck:5.84,beck,5.84,,Antimony,στίβι,,,div-772,,,
gunther:5.99,gunther,5.99,,STIMMI,,,,div-797,,,
laguna:5.84,laguna,5.84,,antimonio,στίμμι (στίβι),,866,div-1983,,,
"barbaro:DCCCCXXXV",barbaro,"DCCCCXXXV",,Stimmi,,,0,,,,
lusitanus:58,lusitanus,58,,De stimmio,,,484,,,,
monardes:LIX,monardes,LIX,,De l'antimoine,,,712,,,,
wellmann:5.85,wellmann,5.85,,μολύβδαινα,,,,div-1649,,,
berendes:5.100,berendes,5.100,,Molybdaina,Περἰ μολυβδαίνης,,516,div-2149,,,
beck:5.85,beck,5.85,,Galena,μολύβδαινα,,,div-773,,,
gunther:5.100,gunther,5.100,,MOLUBDAINA,,,,div-798,,,
laguna:5.85,laguna,5.85,,galena,μολύβδαινα,,869,div-1989,,,
"barbaro:DCCCCXXXVI",barbaro,"DCCCCXXXVI",,Molibdaena,,,0,,,,
lusitanus:60,lusitanus,60,,"De molybdaena fossili, sive naturali dicta",,,484,,,,
monardes:LX,monardes,LX,,De la plombagine,,,714,,,,
wellmann:5.86,wellmann,5.86,,ἡ τοῦ ἀργρύρου σκωρία,,,,div-1652,,,
berendes:5.101,berendes,5.101,,Silberschlacke,Περἰ σκωπίας ἀργύρος,,517,div-2151,,,
beck:5.86,beck,5.86,,Silver dross,ἡ τοῦ ἀργρύρου σκωρία,,,div-774,,,
gunther:5.101,gunther,5.101,,SKORIA ARGUROU,,,,div-799,,,
laguna:5.86,laguna,5.86,,escoria de plata,ἀργύρου σκωρία,,870,div-1992,,,
"barbaro:DCCCCXXXVII",barbaro,"DCCCCXXXVII",,Scoria argenti,,,0,,,,
lusitanus:61,lusitanus,61,,De argenti scoria,,,485,,,,
monardes:LXI,monardes,LXI,,De l'escume d'argent,,,715,,,,
wellmann:5.87,wellmann,5.87,,λιθάργυρος,,,,div-1653,,,
berendes:5.102,berendes,5.102,,Bleiglätte,Περἰ λιϑαργύρον,,517,div-2152,,,
beck:5.87,beck,5.87,,Litharge,λιθάργυρος,,,div-775,,,
gunther:5.102,gunther,5.102,,LITHARGUROS,,,,div-800,,,
laguna:5.87,laguna,5.87,,litargirio,λιθάργυρος,,871,div-1994,,,
"barbaro:DCCCCXXXVIII",barbaro,"DCCCCXXXVIII",,Spuma argenti,,,0,,,,
lusitanus:62,lusitanus,62,,"De lithargyro, idest spuma argenti",,,485,,,,
monardes:LXII,monardes,LXII,,De la litharge,,,715,,,,
wellmann:5.88,wellmann,5.88,,ψιμύθιον,,,,div-1666,,,
berendes:5.103,berendes,5.103,,Bleiweiss,Περἰ Ψιμυϑίον,,520,div-2154,,,
beck:5.88,beck,5.88,,White lead,ψιμύθιον,,,div-776,,,
gunther:5.103,gunther,5.103,,PSIMUTHIOS,,,,div-801,,,
laguna:5.88,laguna,5.88,,albayalde,ψιμύθιον,,872,div-1997,,,
"barbaro:DCCCCXXXIX",barbaro,"DCCCCXXXIX",,Cerussa,,,0,,,,
lusitanus:63,lusitanus,63,,De cerussa,,,486,,,,
monardes:LXIII,monardes,LXIII,,De la ceruse,,,716,,,,
wellmann:5.89,wellmann,5.89,,χρυσοκόλλα,,,,div-1673,,,
berendes:5.104,berendes,5.104,,Chrysokolla,Περἰ Χρυσοκόλλης,,521,div-2156,,,
beck:5.89,beck,5.89,,Basic copper carbonate,χρυσοκόλλα,,,div-777,,,
laguna:5.89,laguna,5.89,,crisocola,χρυσοκόλλα,,873,div-2000,,,
"barbaro:DCCCCXL",barbaro,"DCCCCXL",,Chrysocolla,,,0,,,,
lusitanus:64,lusitanus,64,,De chrysocolla,,,486,,,,
monardes:LXIIII,monardes,LXIIII,,Du borras,,,717,,,,
wellmann:5.90,wellmann,5.90,,Ἀρμένιον,,,,div-1677,,,
berendes:5.105,berendes,5.105,,Armenion,Περἰ ἀρμενίον,,522,div-2158,,,
beck:5.90,beck,5.90,,Azurite,Ἀρμένιον,,,div-778,,,
laguna:5.90,laguna,5.90,,azurita,ἀρμένιος λίθος,,874,div-2003,,,
"barbaro:DCCCCXLI",barbaro,"DCCCCXLI",,Armenium,,,72,,,,
lusitanus:65,lusitanus,65,,De armenio lapide,,,487,,,,
monardes:LXV,monardes,LXV,,De la pierre d'Armenie,,,717,,,,
wellmann:5.91,wellmann,5.91,,κύανος,,,,div-1678,,,
berendes:5.106,berendes,5.106,,Kyanos,Περἰ κυάνον,,522,div-2159,,,
beck:5.91,beck,5.91,,Lapis lazuli,κύανος,,,div-779,,,
laguna:5.91,laguna,5.91,,lapislázuli,κύανος λίθος,,875,div-2005,,,
"barbaro:DCCCCXLII",barbaro,"DCCCCXLII",,Coeruleum,,,72,,,,
lusitanus:66,lusitanus,66,,De lapide cyaneo,,,487,,,,
monardes:LXVI,monardes,LXVI,,De la pierre d'azur,,,719,,,,
wellmann:5.92,wellmann,5.92,,Ἰνδικόν,,,,div-1679,,,
berendes:5.107,berendes,5.107,,Indikon,Περἰ ἰνδικον,,522,div-2160,,,
beck:5.92,beck,5.92,,Indigo,Ἰνδικόν,,,div-780,,,
gunther:5.107,gunther,5.107,,INDIKON,,,,div-802,,,
laguna:5.92,laguna,5.92,,piedra índica,ἰνδικὸς λίθος,,876,div-2007,,,
"barbaro:DCCCCXLIII",barbaro,"DCCCCXLIII",,Indicum,,,0,,,,
lusitanus:67,lusitanus,67,,De indico lapide,,,488,,,,
monardes:LXVII,monardes,LXVII,,De l'Inde,,,719,,,,
wellmann:5.93,wellmann,5.93,,ὦχρα,,,,div-1680,,,
berendes:5.108,berendes,5.108,,Ochra,Περἰ ὢχρας,,523,div-2161,,,
beck:5.93,beck,5.93,,Yellow ocher,ὦχρα,,,div-781,,,
gunther:5.108,gunther,5.108,,OCHRA,,,,div-803,,,
laguna:5.93,laguna,5.93,,ocre,ὤχρα,,877,div-2009,,,
"barbaro:DCCCCXLIIII",barbaro,"DCCCCXLIIII",,Ochra,,,0,,,,
lusitanus:68,lusitanus,68,,De ochra,,,488,,,,
monardes:LXVIII,monardes,LXVIII,,De l'ochre,,,720,,,,
wellmann:5.94,wellmann,5.94,,κιννάβαρι,,,,div-1681,,,
berendes:5.109,berendes,5.109,,Kinnabari,Περἰ κινναβάρεως,,523,div-2162,,,
beck:5.94,beck,5.94,,Cinnabar,κιννάβαρι,,,div-782,,,
gunther:5.109,gunther,5.109,,KINNABARI,,,,div-804,,,
laguna:5.94,laguna,5.94,,cinabrio,κιννάβαρι,,878,div-2011,,,
"barbaro:DCCCCXLV",barbaro,"DCCCCXLV",,Cinnabari,,,0,,,,
lusitanus:69,lusitanus,69,,"De cinnabari (cinnabaris, sanguis draconis, lachryma draconis arboris / seng di dracon). De cinnabrio fossili, et artificiali (cinnabrium fossile, minium naturale)",,,488,,,,
monardes:LXIX,monardes,LXIX,,Du cinabre,,,720,,,,
wellmann:5.95,wellmann,5.95,,ὑδράργυρος,,,,div-1685,,,
berendes:5.110,berendes,5.110,,Quecksilber,Περἰ ύδραργύρον,,524,div-2164,,,
beck:5.95,beck,5.95,,Mercury,ὑδράργυρος,,,div-783,,,
gunther:5.110,gunther,5.110,,UDRAGUROS,,,,div-805,,,
laguna:5.95,laguna,5.95,,mercurio,ὑδράργυρος,,879,div-2013,,,
"barbaro:DCCCCXLVI",barbaro,"DCCCCXLVI",,Hydrargyros,,,0,,,,
lusitanus:70,lusitanus,70,,De argento vivo,,,489,,,,
monardes:LXX,monardes,LXX,,De l'argent vif,,,722,,,,
wellmann:5.96,wellmann,5.96,,μίλτος Σινωπικὴ,,,,div-1689,,,
berendes:5.111,berendes,5.111,,Sinopischer Röthel,Περἰ μίλτον συνωπικη̃ς,,525,div-2166,,,
beck:5.96,beck,5.96,,Sinopic red earth,μίλτος Σινωπική,,,div-784,,,
gunther:5.111,gunther,5.111,,MILTOS SINOPIKE,,,,div-806,,,
laguna:5.96,laguna,5.96,,rúbrica sinópica,μίλτος σινωπική,,880,div-2016,,,
"barbaro:DCCCCXLVII",barbaro,"DCCCCXLVII",,Rubrica sinopis,,,73,,,,
lusitanus:71,lusitanus,71,,De rubrica sinopide,,,491,,,,
monardes:LXXI,monardes,LXXI,,De la rubrique sinopique,,,723,,,,
wellmann:5.96,wellmann,5.96,,μίλτος Σινωπικὴ,,,,div-1689,,,
berendes:5.112,berendes,5.112,,Röthel der Handwerker,Περἰ τεκτονικη̃ς,,525,div-2168,,,
beck:5.96,beck,5.96,,Sinopic red earth,μίλτος Σινωπική,,,div-784,,,
gunther:5.112,gunther,5.112,,TEKTONIKE,,,,div-807,,,
"barbaro:DCCCCXLVIII",barbaro,"DCCCCXLVIII",,Rubrica fabrilis,,,73,,,,
lusitanus:72,lusitanus,72,,"De rubrica fabrili, quam Hispani almagri dicunt, Germani vero bergrotel",,,492,,,,
monardes:LXXII,monardes,LXXII,,De la croye rouge,,,724,,,,
wellmann:5.97,wellmann,5.97,,Λημνία γῆ,,,,div-1693,,,
berendes:5.113,berendes,5.113,,Lemnische Erde,Περἰ λημνίας γη̃ς,,526,div-2169,,,
beck:5.97,beck,5.97,,Lemnian earth,Λημνία γῆ,,,div-785,,,
gunther:5.113,gunther,5.113,,LEMNIA GE,,,,div-808,,,
laguna:5.97,laguna,5.97,,tierra de Lemnos,λημνία γῆ,,882,div-2020,,,
"barbaro:DCCCCXLIX",barbaro,"DCCCCXLIX",,Rubrica lemnia,,,73,,,,
lusitanus:73,lusitanus,73,,De terra lemnia,,,492,,,,
monardes:LXXIII,monardes,LXXIII,,De la terre seellee,,,724,,,,
wellmann:5.98,wellmann,5.98,,χαλκανθές,,,,div-1696,,,
berendes:5.114,berendes,5.114,,Chalkanthos,Περἰ χαλκάνϑον,,526,div-2170,,,
beck:5.98,beck,5.98,,Vitriol,χαλκανθές,,,div-786,,,
gunther:5.114,gunther,5.114,,CHALKANTHON,,,,div-809,,,
laguna:5.98,laguna,5.98,,caparrosa,χάλκανθον,,883,div-2022,,,
"barbaro:DCCCCL",barbaro,"DCCCCL",,Chalcanthon,,,73,,,,
lusitanus:74,lusitanus,74,,De chalcantho,,,493,,,,
monardes:LXXIIII,monardes,LXXIIII,,Du vitriol,,,727,,,,
wellmann:5.99,wellmann,5.99,,χαλκῖτιν,,,,div-1701,,,
berendes:5.115,berendes,5.115,,Chalkitis,Περἰ χαλκίτεως,,527,div-2171,,,
beck:5.99,beck,5.99,,Rock alum,χαλκῖτις,,,div-787,,,
gunther:5.115,gunther,5.115,,CHALKITIS,,,,div-810,,,
laguna:5.99,laguna,5.99,,calcopirita,χαλκῖτις,,884,div-2025,,,
"barbaro:DCCCCLI",barbaro,"DCCCCLI",,Chalcitis lapis,,,0,,,,
lusitanus:75,lusitanus,75,,De chalcitide,,,494,,,,
monardes:LXXV,monardes,LXXV,,De chalcitis,,,729,,,,
wellmann:5.99,wellmann,5.99,,χαλκῖτιν,,,,div-1701,,,
berendes:5.116,berendes,5.116,,Psorikon,Περἰ ψωρικον,,527,div-2172,,,
beck:5.99,beck,5.99,,Rock alum,χαλκῖτις,,,div-787,,,
wellmann:5.100,wellmann,5.100,,μίσυ,,,,div-1706,,,
berendes:5.116,berendes,5.116,,Psorikon,Περἰ ψωρικον,,527,div-2172,,,
beck:5.100,beck,5.100,,Misy,μίσυ,,,div-788,,,
laguna:5.100,laguna,5.100,,mineral de cobre chipriota,μίσυ,,886,div-2029,,,
"barbaro:DCCCCLII",barbaro,"DCCCCLII",,Misy,,,0,,,,
lusitanus:77,lusitanus,77,,De misy,,,494,,,,
monardes:LXXVI,monardes,LXXVI,,De misy,,,729,,,,
wellmann:5.101,wellmann,5.101,,μελαντηρία,,,,div-1707,,,
berendes:5.117,berendes,5.117,,Melanteria,Περἰ μελαντηρίας,,,div-2174,,,
beck:5.101,beck,5.101,,Shoemaker’s black,μελαντηρία,,,div-789,,,
gunther:5.118,gunther,5.118,,MELANTHERIA,,,,div-811,,,
laguna:5.101,laguna,5.101,,tinte negro,μελαντηρία,,887,div-2031,,,
"barbaro:DCCCCLIII",barbaro,"DCCCCLIII",,Melanteria,,,0,,,,
lusitanus:78,lusitanus,78,,De melanteria,,,495,,,,
monardes:LXXVII,monardes,LXXVII,,De melanteria,,,729,,,,
wellmann:5.102,wellmann,5.102,,σῶρι,,,,div-1708,,,
berendes:5.118,berendes,5.118,,Sory,Περἰ σώρεως,,529,div-2176,,,
beck:5.102,beck,5.102,,Melanterite,σῶρι,,,div-790,,,
gunther:5.119,gunther,5.119,,SORU,,,,div-812,,,
laguna:5.102,laguna,5.102,,sôry gr.,σῶρυ (σῶρι),,888,div-2033,,,
"barbaro:DCCCCLIIII",barbaro,"DCCCCLIIII",,Sori,,,0,,,,
lusitanus:79,lusitanus,79,,De sory,,,495,,,,
monardes:LXXVIII,monardes,LXXVIII,,Du sory,,,729,,,,
wellmann:5.103,wellmann,5.103,,διφρυγές,,,,div-1712,,,
berendes:5.119,berendes,5.119,,Diphryges,Περἰ διφρυγοῦς,,530,div-2177,,,
beck:5.103,beck,5.103,,Pyrites,διφρυγές,,,div-791,,,
gunther:5.120,gunther,5.120,,DIPHRUGES,,,,div-813,,,
laguna:5.103,laguna,5.103,,diphrygés gr.,διφρυγές,,889,div-2035,,,
"barbaro:DCCCCLV",barbaro,"DCCCCLV",,Diphryges,,,0,,,,
lusitanus:80,lusitanus,80,,De diphrige,,,496,,,,
monardes:LXXIX,monardes,LXXIX,,De diphryges,,,731,,,,
wellmann:5.104,wellmann,5.104,,ἀρσενικόν,,,,div-1717,,,
berendes:5.120,berendes,5.120,,Arsenikon,Περἰ ἀρσενικον,,531,div-2179,,,
beck:5.104,beck,5.104,,Yellow orpiment,ἀρσενικόν,,,div-792,,,
gunther:5.121,gunther,5.121,,ARSENIKON,,,,div-814,,,
laguna:5.104,laguna,5.104,,oropimente,ἀρσενικόν,,890,div-2038,,,
"barbaro:DCCCCLVI",barbaro,"DCCCCLVI",,Arsenicum,,,0,,,,
lusitanus:81,lusitanus,81,,"De arsenico, id est auripigmento",,,496,,,,
monardes:LXXX,monardes,LXXX,,De l'orpiment,,,731,,,,
wellmann:5.105,wellmann,5.105,,σανδαράκη,,,,div-1720,,,
berendes:5.121,berendes,5.121,,Sandaracha,Περἰ σανδαράχης,,531,div-2180,,,
beck:5.105,beck,5.105,,Arsenic sulfide,σανδαράκη,,,div-793,,,
gunther:5.122,gunther,5.122,,SANDARACHE,,,,div-815,,,
laguna:5.105,laguna,5.105,,rejalgar,σανδαράχη,,891,div-2040,,,
"barbaro:DCCCCLVII",barbaro,"DCCCCLVII",,Sandaracha,,,0,,,,
lusitanus:82,lusitanus,82,,De sandaracha,,,496,,,,
monardes:LXXXI,monardes,LXXXI,,De la sandarache,,,731,,,,
wellmann:5.106,wellmann,5.106,,στυπτηρία,,,,div-1723,,,
berendes:5.122,berendes,5.122,,Stypteria,Περἰ στυπτηρίας,,532,div-2181,,,
beck:5.106,beck,5.106,,Alum,στυπτηρία,,,div-794,,,
