id,edition_id,ref,segment,term,term_greek,term_latin,page,div_id,seg_id,url,notes
berendes:3.65,berendes,3.65,,Grosses Hierakion,Περἰ Ίερακίον τοῦ μεγάλον,,304,div-1083,,,
beck:3.64a,beck,3.64a,,Garden celery,σέλινον κηπαῖον,,,,,,
gunther:3.73,gunther,3.73,,IERAKION MIKRON,,,,div-445,,,
laguna:3.64,laguna,3.64,,barba de viejo,ἱεράκιον μέγα,,461,div-1063,,,
"barbaro:CCCCXCVIII",barbaro,"CCCCXCVIII",,Hieracion maius,,,0,,,,
lusitanus:70,lusitanus,70,,De hieraceo maiori,,,318,,,,
monardes:LXIII,monardes,LXIII,,De hieracium,,,435,,,,
wellmann:3.64,wellmann,3.64,,σέλινον κηπαῖον,,,,div-897,,,
berendes:3.66,berendes,3.66,,Kleines Hierakion,Περἰ Ίερακίον τοῦ μικροῦ,,305,div-1087,,,
beck:3.64a,beck,3.64a,,Garden celery,σέλινον κηπαῖον,,,,,,
gunther:3.74,gunther,3.74,,SELINON AGRION,,,,div-446,,,
"barbaro:CCCCXCIX",barbaro,"CCCCXCIX",,Hieracion minus,,,0,,,,
lusitanus:71,lusitanus,71,,De hieraceo minore,,,318,,,,
monardes:LXIII,monardes,LXIII,,De hieracium,,,435,,,,
wellmann:3.64,wellmann,3.64,,σέλινον κηπαῖον,,,,div-897,,,
berendes:3.67,berendes,3.67,,Gartensellerie,Περἰ Σελίνον,,305,div-1090,,,
beck:3.64b,beck,3.64b,,Garden celery,σέλινον κηπαῖον,,,,,,
gunther:3.75,gunther,3.75,,ELEIOSELINON,,,,div-447,,,
"barbaro:D",barbaro,"D",,Apium,,,0,,,,
lusitanus:72,lusitanus,72,,De apio sativo,,,319,,,,
monardes:LXIIII,monardes,LXIIII,,Du persil,,,436,,,,
wellmann:3.64,wellmann,3.64,,σέλινον κηπαῖον,,,,div-897,,,
berendes:3.68,berendes,3.68,,Sellerie,Περἰ Έλειοσελίνον,,305,div-1093,,,
beck:3.64b,beck,3.64b,,Garden celery,σέλινον κηπαῖον,,,,,,
gunther:3.76,gunther,3.76,,OREOSELINON,,,,div-448,,,
"barbaro:DI",barbaro,"DI",,Eleoselinon,,,0,,,,
lusitanus:73,lusitanus,73,,De palustri apio,,,319,,,,
monardes:LXIIII,monardes,LXIIII,,Du persil,,,436,,,,
wellmann:3.65,wellmann,3.65,,ὀρεοσέλινον,,,,div-900,,,
berendes:3.69,berendes,3.69,,Oreoselinon,Περἰ Όρεοσελίνον,,,div-1096,,,
beck:3.65,beck,3.65,,Mountain parsley,ὀρεοσέλινον,,,div-402,,,
gunther:3.77,gunther,3.77,,PETROSELINON,,,,div-449,,,
laguna:3.65,laguna,3.65,,apio de monte',ὀρεοσέληνον,,465,div-1068,,,
"barbaro:DII",barbaro,"DII",,Oreoselinon,,,0,,,,
lusitanus:74,lusitanus,74,,De oreoselino,,,320,,,,
monardes:LXIIII,monardes,LXIIII,,Du persil,,,436,,,,
wellmann:3.66,wellmann,3.66,,πετροσέλινον,,,,div-901,,,
berendes:3.70,berendes,3.70,,Petersilie,,,,,,,
beck:3.66,beck,3.66,,Parsley,πετροσέλινον,,,div-403,,,
laguna:3.66,laguna,3.66,,perejil,πετροσέληνον,,466,div-1070,,,
wellmann:3.67,wellmann,3.67,,ἱπποσέλινον,,,,div-902,,,
berendes:3.71,berendes,3.71,,Petroselinon,Περὶ Πετροσελίνον,,,div-1099,,,
beck:3.67,beck,3.67,,Alexanders,ἱπποσέλινον,,,div-404,,,
gunther:3.79,gunther,3.79,,SMURNION,,,,div-451,,,
laguna:3.67,laguna,3.67,,apio caballar,ἱπποσέληνον,,467,div-1072,,,
"barbaro:DIIII",barbaro,"DIIII",,Hipposelinon,,,48,,,,
lusitanus:76,lusitanus,76,,"De hipposelino, quod olus atrum dicitur",,,320,,,,
monardes:LXIIII,monardes,LXIIII,,Du persil,,,436,,,,
wellmann:3.68,wellmann,3.68,,σμύρνιον,,,,div-905,,,
berendes:3.72,berendes,3.72,,Smyrnion,Περἰ Σμυρνίον,,,div-1105,,,
beck:3.68,beck,3.68,,Cretan alexanders,σμύρνιον,,,div-405,,,
gunther:3.80,gunther,3.80,,ELAPHOBOSKON,,,,div-452,,,
laguna:3.68,laguna,3.68,,smýrnion gr.,σμύρνιον,,468,div-1074,,,
"barbaro:DV",barbaro,"DV",,Smyrnium,,,48,,,,
lusitanus:77,lusitanus,77,,De smyrnio,,,321,,,,
monardes:LXV,monardes,LXV,,Du smyrnium,,,438,,,,
wellmann:3.69,wellmann,3.69,,ἐλαφοβόσκον,,,,div-908,,,
berendes:3.73,berendes,3.73,,Pastinak,Περἰ Έλαφοβόσκον,,,div-1108,,,
beck:3.69,beck,3.69,,Parsnip,ἐλαφοβόσκον,,,div-406,,,
gunther:3.81,gunther,3.81,,MARATHRON,,,,div-453,,,
laguna:3.69,laguna,3.69,,chirivía,ἐλαφοβόσκον,,469,div-1077,,,
"barbaro:DVI",barbaro,"DVI",,Elaphoboscon,,,48,,,,
lusitanus:78,lusitanus,78,,"De elaphobosco, id est, cervorum pabulo",,,322,,,,
monardes:LXVI,monardes,LXVI,,De elaphoboscum,,,440,,,,
wellmann:3.70,wellmann,3.70,,μάραθον,,,,div-909,,,
berendes:3.74,berendes,3.74,,Fenchel,Περἰ Μαράϑρον,,308,div-1112,,,
beck:3.70,beck,3.70,,Fennel,μάραθον,,,div-407,,,
gunther:3.82,gunther,3.82,,IPPOMARATHRON,,,,div-454,,,
laguna:3.70,laguna,3.70,,hinojo,μάραθρον,,470,div-1079,,,
"barbaro:DVII",barbaro,"DVII",,Foeniculus,,,48,,,,
lusitanus:79,lusitanus,79,,"De foeniculo (marathrum, foeniculum / du fenouil). De sylvestri sive erratico foeniculo (sylvestre foeniculum)",,,323,,,,
monardes:LXVII,monardes,LXVII,,Du fenouil,,,441,,,,
wellmann:3.71,wellmann,3.71,,ἱππομάραθον,,,,div-912,,,
berendes:3.75,berendes,3.75,,Hippomarathron,Περἰ Ίππομαράϑρον,,309,div-1115,,,
beck:3.71,beck,3.71,,Horse fennel,ἱππομάραθον,,,div-408,,,
gunther:3.83,gunther,3.83,,DAUKOS,,,,div-455,,,
laguna:3.71,laguna,3.71,,hinojo caballar',ἱππομάραθρον,,471,div-1082,,,
"barbaro:DVIII",barbaro,"DVIII",,Hippomarathrum,,,48,,,,
lusitanus:81,lusitanus,81,,80. De dauco,,,323,,,,
monardes:LXVIII,monardes,LXVIII,,Du fenouil sauvage,,,441,,,,
wellmann:3.72,wellmann,3.72,,δαῦκος,,,,div-913,,,
berendes:3.76,berendes,3.76,,Daukos,Περἰ Δαύκον,,,div-1119,,,
beck:3.72,beck,3.72,,Daucos,δαῦκος,,,div-409,,,
gunther:3.84,gunther,3.84,,DELPHINION,,,,div-456,,,
laguna:3.72,laguna,3.72,,dauco crético,δαῦκος,,472,div-1084,,,
"barbaro:DX",barbaro,"DX",,Daucus,,,48,,,,
lusitanus:82,lusitanus,82,,De delphinio,,,324,,,,
monardes:LXIX,monardes,LXIX,,De daucum,,,441,,,,
wellmann:3.73,wellmann,3.73,,πύρεθρος,,,,,,,
berendes:3.77,berendes,3.77,,Delphinion,Περἰ Δελφινίον,,,div-1122,,,
beck:3.73a,beck,3.73a,,Pellitory,πύρεθρος,,,,,,
gunther:3.85,gunther,3.85,,DELPHINION ETERON,,,,div-457,,,
laguna:3.73,laguna,3.73,,espuela de caballero,δελφίνιον,,473,div-1091,,,
wellmann:3.73,wellmann,3.73,,πύρεθρος,,,,,,,
berendes:3.77,berendes,3.77,,Delphinion,Περἰ Δελφινίον,,,div-1122,,,
beck:3.73a,beck,3.73a,,Pellitory,πύρεθρος,,,,,,
gunther:3.85,gunther,3.85,,DELPHINION ETERON,,,,div-457,,,
"barbaro:DXI",barbaro,"DXI",,Delphinium mais,,,48,,,,
lusitanus:83,lusitanus,83,,De pyrethro,,,328,,,,
monardes:LXX,monardes,LXX,,Du delphinium,,,442,,,,
wellmann:3.73,wellmann,3.73,,πύρεθρος,,,,,,,
berendes:3.78,berendes,3.78,,Bertramwurz,Περἰ Πυρέϑρον,,,div-1126,,,
beck:3.73,beck,3.73,,Pellitory,πύρεθρος,,,div-410,,,
gunther:3.86,gunther,3.86,,PURETHRON,,,,div-458,,,
"barbaro:DXIII",barbaro,"DXIII",,Pyrethrum,,,48,,,,
lusitanus:84,lusitanus,84,,"De libanotide, id est rosmarino",,,328,,,,
monardes:LXXI,monardes,LXXI,,Du pyrethre,,,445,,,,
wellmann:3.74,wellmann,3.74,,λιβανωτίς,,,,div-920,,,
berendes:3.79,berendes,3.79,,Libanotis,Περἰ Λιβανωτίδος,,,div-1130,,,
beck:3.74,beck,3.74,,Rosemary frankincense,λιβανωτίς,,,div-411,,,
gunther:3.87,gunther,3.87,,LIBANOTIS,,,,div-459,,,
laguna:3.74,laguna,3.74,,libanōtís gr.,κάχρυ,,476,div-1093,,,
wellmann:3.75,wellmann,3.75,,λιβανωτίς,,,,div-925,,,
berendes:3.79,berendes,3.79,,Libanotis,Περἰ Λιβανωτίδος,,,div-1130,,,
beck:3.75,beck,3.75,,Rosemary,λιβανωτίς,,,div-412,,,
gunther:3.87,gunther,3.87,,LIBANOTIS,,,,div-459,,,
laguna:3.74,laguna,3.74,,libanōtís gr.,κάχρυ,,476,div-1093,,,
"barbaro:DXIIII",barbaro,"DXIIII",,Libanotis,,,48,,,,
lusitanus:86,lusitanus,86,,De rosmarino coronaria,,,328,,,,
monardes:LXXII,monardes,LXXII,,Du romarin,,,446,,,,
wellmann:3.76,wellmann,3.76,,σφονδύλιον,,,,div-926,,,
berendes:3.80,berendes,3.80,,Bärenklau,Περἰ Σφονδυλίον,,313,div-1140,,,
beck:3.76,beck,3.76,,Cow-parsnip,σφονδύλιον,,,div-413,,,
gunther:3.89,gunther,3.89,,LIBANOTIS,,,,div-461,,,
laguna:3.76,laguna,3.76,,hierba de Hércules,σφονδύλιον,,479,div-1100,,,
"barbaro:DXVI",barbaro,"DXVI",,Sphondylion,,,48,,,,
lusitanus:87,lusitanus,87,,De sphondylio,,,329,,,,
monardes:LXXIII,monardes,LXXIII,,Du romarin des iardins,,,446,,,,
wellmann:3.77,wellmann,3.77,,νάρθηκος,,,,div-929,,,
berendes:3.81,berendes,3.81,,Steckenkraut,Περἰ Νάρϑηκος,,314,div-1144,,,
beck:3.77,beck,3.77,,Giant fennel,νάρθηξ,,,div-414,,,
gunther:3.90,gunther,3.90,,SPHONDULION,,,,div-462,,,
laguna:3.77,laguna,3.77,,cañaheja,νάρθηξ,,480,div-1103,,,
"barbaro:DXVII",barbaro,"DXVII",,Ferula,,,48,,,,
lusitanus:88,lusitanus,88,,De ferula,,,330,,,,
monardes:LXXIIII,monardes,LXXIIII,,Du sphondylium,,,447,,,,
wellmann:3.78,wellmann,3.78,,πευκέδανον,,,,div-930,,,
berendes:3.82,berendes,3.82,,Haarstrang,Περἰ Πευκεδάνον,,314,div-1147,,,
beck:3.78,beck,3.78,,Sulphurwort,πευκέδανον,,,div-415,,,
gunther:3.91,gunther,3.91,,NARTHEX,,,,div-463,,,
laguna:3.78,laguna,3.78,,servato,πευκέδανον,,481,div-1105,,,
"barbaro:DXVIII",barbaro,"DXVIII",,Peucedanum,,,0,,,,
lusitanus:89,lusitanus,89,,De peucedano,,,330,,,,
monardes:LXXV,monardes,LXXV,,De la ferule,,,448,,,,
wellmann:3.79,wellmann,3.79,,μελάνθιον,,,,div-935,,,
berendes:3.83,berendes,3.83,,Schwarzkümmel,Περἰ Μελανϑίον,,315,div-1151,,,
beck:3.79,beck,3.79,,Black cumin,μελάνθιον,,,div-416,,,
gunther:3.92,gunther,3.92,,PEUKEDANON,,,,div-464,,,
laguna:3.79,laguna,3.79,,neguilla,μελάνθιον,,482,div-1108,,,
"barbaro:DXIX",barbaro,"DXIX",,Melanthion,,,0,,,,
lusitanus:90,lusitanus,90,,De melanthio,,,331,,,,
monardes:LXXVI,monardes,LXXVI,,Du peucedanum,,,449,,,,
wellmann:3.80,wellmann,3.80,,σίλφιον,,,,div-938,,,
berendes:3.84,berendes,3.84,,Silphion,Περἰ Σιλφίον,,316,div-1155,,,
beck:3.80,beck,3.80,,Laserwort,σίλφιον,,,div-417,,,
gunther:3.93,gunther,3.93,,MELANTHION,,,,div-465,,,
laguna:3.80,laguna,3.80,,asa dulce,σίλφιον,,483,div-1110,,,
"barbaro:DXX",barbaro,"DXX",,Silphion,,,0,,,,
lusitanus:92,lusitanus,92,,Succus silphij in Syria nascentis,,,331,,,,
monardes:LXXVII,monardes,LXXVII,,De la nielle,,,450,,,,
wellmann:3.81,wellmann,3.81,,σαγαπηνόν,,,,div-945,,,
berendes:3.85,berendes,3.85,,Sagapenon,Περἰ Σαγαπήνον,,320,div-1159,,,
beck:3.81,beck,3.81,,Sagapenon,σαγάπηνον,,,div-418,,,
gunther:3.94,gunther,3.94,,SILPHION,,,,div-466,,,
laguna:3.81,laguna,3.81,,asa fétida,σαγαπηνόν,,484,div-1114,,,
"barbaro:DXXII",barbaro,"DXXII",,Sagapenum,,,49,,,,
lusitanus:93,lusitanus,93,,De sagapeno,,,333,,,,
monardes:LXXVIII,monardes,LXXVIII,,Du laserpitium,,,451,,,,
wellmann:3.82,wellmann,3.82,,εὐφόρβιον,,,,div-948,,,
berendes:3.86,berendes,3.86,,Euphorbion,Περἰ Εὐφορβίον,,320,div-1163,,,
beck:3.82,beck,3.82,,Spurge,εὐφόρβιον,,,div-419,,,
gunther:3.95,gunther,3.95,,SAGAPENON,,,,div-467,,,
laguna:3.82,laguna,3.82,,euforbio,εὐφόρβιον,,485,div-1116,,,
"barbaro:DXXIII",barbaro,"DXXIII",,Euphorbium,,,49,,,,
lusitanus:94,lusitanus,94,,De euphorbio,,,334,,,,
monardes:LXXIX,monardes,LXXIX,,Du sagapenum,,,453,,,,
wellmann:3.83,wellmann,3.83,,χαλβάνη,,,,div-952,,,
berendes:3.87,berendes,3.87,,Galbanum,Περἰ Χαλβάνης,,321,div-1167,,,
beck:3.83,beck,3.83,,Galbanum,χαλβάνη,,,div-420,,,
gunther:3.96,gunther,3.96,,EUPHORBION,,,,div-468,,,
laguna:3.83,laguna,3.83,,gálbano,χαλβάνη,,486,div-1119,,,
"barbaro:DXXIIII",barbaro,"DXXIIII",,Galbanum,,,49,,,,
lusitanus:95,lusitanus,95,,De chalbano,,,335,,,,
monardes:LXXX,monardes,LXXX,,De l'euphorbe,,,454,,,,
wellmann:3.84,wellmann,3.84,,ἀμμωνιακόν,,,,div-956,,,
berendes:3.88,berendes,3.88,,Ammoniakum,Περἰ Άμμωνιακον,,322,div-1171,,,
beck:3.84,beck,3.84,,Gum ammoniac,ἀμμωνιακόν,,,div-421,,,
gunther:3.97,gunther,3.97,,CHALBANE,,,,div-469,,,
laguna:3.84,laguna,3.84,,goma amónica,ἀμμωνιακόν,,487,div-1121,,,
"barbaro:DXXV",barbaro,"DXXV",,Ammoniacum,,,49,,,,
lusitanus:96,lusitanus,96,,De ammoniaco,,,335,,,,
monardes:LXXXI,monardes,LXXXI,,Du galbanum,,,455,,,,
wellmann:3.85,wellmann,3.85,,σαρκοκόλλα,,,,div-960,,,
berendes:3.89,berendes,3.89,,Sarkokolla,Περἰ Σαρκοκόλλας,,323,div-1175,,,
beck:3.85,beck,3.85,,Sarcocolla,σαρκοκόλλα,,,div-422,,,
gunther:3.98,gunther,3.98,,AMMONIAKON,,,,div-470,,,
laguna:3.85,laguna,3.85,,sarcocola,σαρκοκόλλα,,488,div-1124,,,
"barbaro:DXXVI",barbaro,"DXXVI",,Sarcocolla,,,49,,,,
lusitanus:97,lusitanus,97,,De sarcocolla,,,335,,,,
monardes:LXXXII,monardes,LXXXII,,De l'ammoniac,,,455,,,,
wellmann:3.86,wellmann,3.86,,γλαύκιον,,,,div-961,,,
berendes:3.90,berendes,3.90,,Glaukion,Περἰ Γλαυκίον,,324,div-1178,,,
beck:3.86,beck,3.86,,Glaucion,γλαύκιον,,,div-423,,,
gunther:3.99,gunther,3.99,,SARKOKOLLA,,,,div-471,,,
laguna:3.86,laguna,3.86,,glaucio,γλαύκιον,,489,div-1126,,,
"barbaro:DXXVII",barbaro,"DXXVII",,Glaucion,,,49,,,,
lusitanus:98,lusitanus,98,,De glaucio,,,336,,,,
wellmann:3.87,wellmann,3.87,,κόλλα,,,,,,,
berendes:3.91,berendes,3.91,,Leim,Περί Κόλλης,,324,div-1181,,,
beck:3.87,beck,3.87,,Glue,κόλλα,,,div-424,,,
gunther:3.100,gunther,3.100,,GLAUKION,,,,div-472,,,
laguna:3.87,laguna,3.87,,cola,κόλλα,,490,div-1128,,,
"barbaro:DXXVIII",barbaro,"DXXVIII",,Glutinum,,,49,,,,
lusitanus:99,lusitanus,99,,De glutino,,,336,,,,
monardes:LXXXIIII,monardes,LXXXIIII,,Du glaucium,,,456,,,,
wellmann:3.88,wellmann,3.88,,ἰχθυοκόλλα,,,,div-963,,,
berendes:3.92,berendes,3.92,,Ichthyokolla,Περἰ Ίχϑυοκόλλης,,325,div-1185,,,
beck:3.88,beck,3.88,,Fish glue,ἰχθυκόλλα,,,div-425,,,
gunther:3.102,gunther,3.102,,ICHTHUOKOLLA,,,,div-473,,,
laguna:3.88,laguna,3.88,,cola de pescado,ἰχθυοκόλλα,,491,div-1130,,,
"barbaro:DXXIX",barbaro,"DXXIX",,Ichthyocolla,,,49,,,,
lusitanus:100,lusitanus,100,,De glutine piscium,,,337,,,,
monardes:LXXXV,monardes,LXXXV,,De la colleforte,,,456,,,,
wellmann:3.89,wellmann,3.89,,ἰξός,,,,div-965,,,
berendes:3.93,berendes,3.93,,Ixos,Περἰ Ίξον,,325,div-1188,,,
beck:3.89,beck,3.89,,Oak-mistletoe,ἰξός,,,div-426,,,
gunther:3.103,gunther,3.103,,IXOS,,,,div-474,,,
laguna:3.89,laguna,3.89,,liga de muérdago,ἰξός,,492,div-1132,,,
"barbaro:DXXX",barbaro,"DXXX",,Viscum,,,49,,,,
lusitanus:101,lusitanus,101,,De visco,,,337,,,,
monardes:LXXXVI,monardes,LXXXVI,,De la colle de poisson,,,457,,,,
wellmann:3.90,wellmann,3.90,,ἀπαρίνη,,,,div-968,,,
berendes:3.94,berendes,3.94,,Wandlabkraut,Περἰ Άπαρίνης,,326,div-1192,,,
beck:3.90,beck,3.90,,Cleavers,ἀπαρίνη,,,div-427,,,
gunther:3.104,gunther,3.104,,APARINE,,,,div-475,,,
laguna:3.90,laguna,3.90,,amor de hortelano,ἀπαρίνη,,493,div-1135,,,
"barbaro:DXXXI",barbaro,"DXXXI",,Aparine,,,0,,,,
lusitanus:102,lusitanus,102,,De aparine,,,338,,,,
monardes:LXXXVII,monardes,LXXXVII,,Du glu,,,457,,,,
wellmann:3.91,wellmann,3.91,,ἄλυσσον,,,,div-969,,,
berendes:3.95,berendes,3.95,,Alysson,Περἰ Άλύσσον,,326,div-1196,,,
beck:3.91,beck,3.91,,Madwort,ἄλυσσον,,,div-428,,,
gunther:3.105,gunther,3.105,,ALUSSON,,,,div-476,,,
laguna:3.91,laguna,3.91,,anteojos,ἄλυσσον,,494,div-1137,,,
"barbaro:DXXXII",barbaro,"DXXXII",,Alysson,,,0,,,,
lusitanus:103,lusitanus,103,,De alysso,,,338,,,,
monardes:LXXXVIII,monardes,LXXXVIII,,Du grateron,,,458,,,,
wellmann:3.92,wellmann,3.92,,ἀσκληπιάς,,,,div-970,,,
berendes:3.96,berendes,3.96,,Asklepias,Περἰ Άσκληπιάδος,,327,div-1200,,,
beck:3.92,beck,3.92,,Swallowwort,ἀσκληπιάς,,,div-429,,,
gunther:3.160,gunther,3.160,,ASKLEPIAS,,,,div-477,,,
laguna:3.92,laguna,3.92,,vencetósigo,ἀσκληπιάς,,495,div-1139,,,
"barbaro:DXXXIII",barbaro,"DXXXIII",,Atractylis,,,0,,,,
lusitanus:104,lusitanus,104,,De Asclepiade herba,,,339,,,,
monardes:LXXXIX,monardes,LXXXIX,,De alysson,,,458,,,,
wellmann:3.93,wellmann,3.93,,ἀτρακτυλίς,,,,div-971,,,
berendes:3.97,berendes,3.97,,Atraktylis,Περἰ Άτρακτυλίδος,,327,div-1204,,,
beck:3.93,beck,3.93,,Spindle thistle,ἀτρακτυλίς,,,div-430,,,
gunther:3.107,gunther,3.107,,ATRAKTULIS,,,,div-478,,,
laguna:3.93,laguna,3.93,,azota cristos,ἀτρακτυλίς,,496,div-1141,,,
"barbaro:DXXXIIII",barbaro,"DXXXIIII",,Asclepias,,,0,,,,
lusitanus:105,lusitanus,105,,De atractylide,,,339,,,,
monardes:XC,monardes,XC,,De asclepias,,,459,,,,
wellmann:3.94,wellmann,3.94,,πολύκνημον,,,,div-972,,,
berendes:3.98,berendes,3.98,,Polyknemon,Περἰ Πολυκνήμον,,328,div-1208,,,
beck:3.94,beck,3.94,,Field basil,πολύκνημον,,,div-431,,,
gunther:3.108,gunther,3.108,,POLUKNEMON,,,,div-479,,,
laguna:3.94,laguna,3.94,,albahaca silvestre,πολύκνημον,,497,div-1144,,,
"barbaro:DXXXV",barbaro,"DXXXV",,Polycnemon,,,0,,,,
lusitanus:106,lusitanus,106,,De polycnemone,,,340,,,,
monardes:XCI,monardes,XCI,,De atractylis,,,460,,,,
wellmann:3.95,wellmann,3.95,,κλινοπόδιον,,,,div-973,,,
berendes:3.99,berendes,3.99,,Wirbeldosten,Περἰ Κλινοποδίον,,328,div-1212,,,
beck:3.95,beck,3.95,,Horse thyme,κλινοπόδιον,,,div-432,,,
gunther:3.109,gunther,3.109,,KLINOPODION,,,,div-480,,,
laguna:3.95,laguna,3.95,,albahaca silvestre mayor,κλινοπόδιον,,498,div-1146,,,
"barbaro:DXXXVI",barbaro,"DXXXVI",,Clinopodion,,,0,,,,
lusitanus:107,lusitanus,107,,De clinopodio,,,341,,,,
monardes:XCII,monardes,XCII,,Du polycnemon,,,462,,,,
wellmann:3.96,wellmann,3.96,,λεοντοπέταλον,,,,div-974,,,
berendes:3.100,berendes,3.100,,Leontopetalon,Περἰ Λεοντοπετάλον,,329,div-1216,,,
beck:3.96,beck,3.96,,Leontopetalon,λεοντοπέταλον,,,div-433,,,
gunther:3.110,gunther,3.110,,LEONTOPETALON,,,,div-481,,,
laguna:3.96,laguna,3.96,,leontopétalon gr.,λεοντοπέταλον,,499,div-1148,,,
"barbaro:DXXXVII",barbaro,"DXXXVII",,Leontopetalon,,,50,,,,
lusitanus:108,lusitanus,108,,De leontopetalo,,,341,,,,
wellmann:3.97,wellmann,3.97,,Τεύκριον,,,,div-975,,,
berendes:3.101,berendes,3.101,,Gamander,Περἰ Τευκρίον,,330,div-1220,,,
beck:3.97,beck,3.97,,Tree germander,Τεύκριον,,,div-434,,,
gunther:3.111,gunther,3.111,,TEUKRION,,,,div-482,,,
laguna:3.97,laguna,3.97,,teucrio amarillo,τεύκριον,,500,div-1151,,,
"barbaro:DXXXVIII",barbaro,"DXXXVIII",,Teucrion,,,50,,,,
lusitanus:109,lusitanus,109,,De teucrio,,,341,,,,
monardes:XCIIII,monardes,XCIIII,,De leontopetalon,,,463,,,,
wellmann:3.98,wellmann,3.98,,χαμαίρωψ,,,,div-976,,,
berendes:3.102,berendes,3.102,,Chamaidrys,Περἰ Χαμαίδρυος,,330,div-1223,,,
beck:3.98,beck,3.98,,Wall germander,χαμαίρωψ,,,div-435,,,
gunther:3.112,gunther,3.112,,CHAMAIDRUS,,,,div-483,,,
laguna:3.98,laguna,3.98,,camedrio,χαμαίδρυς,,501,div-1153,,,
"barbaro:DXXXIX",barbaro,"DXXXIX",,Chamaedrys,,,50,,,,
lusitanus:110,lusitanus,110,,De chamaedry,,,342,,,,
monardes:XCV,monardes,XCV,,Du teucrium,,,463,,,,
wellmann:3.99,wellmann,3.99,,λευκάς,,,,div-979,,,
berendes:3.103,berendes,3.103,,Leukas,Περἰ Λευκάδος,,331,div-1227,,,
beck:3.99,beck,3.99,,Dead nettle,λευκάς,,,div-436,,,
gunther:3.113,gunther,3.113,,LEUKAS,,,,div-484,,,
laguna:3.99,laguna,3.99,,ortiga blanca,λευκάς ὀρεινή,,502,div-1155,,,
"barbaro:DXL",barbaro,"DXL",,Leucas,,,50,,,,
lusitanus:111,lusitanus,111,,De leucade,,,342,,,,
monardes:XCVI,monardes,XCVI,,De la germandree,,,464,,,,
wellmann:3.100,wellmann,3.100,,λυχνὶς στεφανωματική,,,,div-980,,,
berendes:3.104,berendes,3.104,,Kranznelke,Περἰ Λυχνίδος στεφανωματικη̃ς,,331,div-1230,,,
beck:3.100,beck,3.100,,Rose campion,λυχνὶς στεφανωματική,,,div-437,,,
gunther:3.114,gunther,3.114,,LUCHNIS STEPHANOMATIKE,,,,div-485,,,
laguna:3.100,laguna,3.100,,coronaria,λυχνὶς στεφανωματική,,503,div-1157,,,
"barbaro:DXLI",barbaro,"DXLI",,Lychnis coronaria,,,50,,,,
lusitanus:112,lusitanus,112,,De lychnide,,,343,,,,
monardes:XCVII,monardes,XCVII,,De leucas,,,465,,,,
wellmann:3.101,wellmann,3.101,,λυχνὶς ἀγρία,,,,div-981,,,
berendes:3.105,berendes,3.105,,Wilde Nelke,Περἰ Λυχνίδος ἀγρίας,,331,div-1234,,,
beck:3.101,beck,3.101,,Corn cockle,λυχνὶς ἀγρία,,,div-438,,,
gunther:3.115,gunther,3.115,,LUCHNIS AGRIA,,,,div-486,,,
laguna:3.101,laguna,3.101,,neguillón,λυχνὶς ἀγρία,,504,div-1159,,,
"barbaro:DXLII",barbaro,"DXLII",,Lychnis rustica,,,50,,,,
lusitanus:113,lusitanus,113,,De lychnide agresti,,,343,,,,
monardes:XCVIII,monardes,XCVIII,,De lychnis,,,465,,,,
wellmann:3.102,wellmann,3.102,,κρίνον,,,,div-982,,,
berendes:3.106,berendes,3.106,,Lilie,Περἰ Κρίνον,,332,div-1238,,,
beck:3.102,beck,3.102,,Lily,κρίνον,,,div-439,,,
gunther:3.116,gunther,3.116,,KRINON BASILIKON,,,,div-487,,,
laguna:3.102,laguna,3.102,,azucena,κρίνον βασιλικόν,,505,div-1162,,,
"barbaro:DXLIII",barbaro,"DXLIII",,Lilium,,,50,,,,
lusitanus:114,lusitanus,114,,De lilio,,,343,,,,
monardes:XCIX,monardes,XCIX,,Du lis,,,466,,,,
wellmann:3.103,wellmann,3.103,,βαλλωτή,,,,div-986,,,
berendes:3.107,berendes,3.107,,Ballote,Περἰ Βαλλωτη̃ς,,333,div-1242,,,
beck:3.103,beck,3.103,,Black horehound,βαλλωτή,,,div-440,,,
gunther:3.117,gunther,3.117,,BALLOTE,,,,div-488,,,
laguna:3.103,laguna,3.103,,marrubio negro,νωθουρίς,,506,div-1164,,,
"barbaro:DXLIIII",barbaro,"DXLIIII",,Ballote,,,0,,,,
lusitanus:115,lusitanus,115,,De ballote,,,344,,,,
